Year,Month,Julian Day,Hour,Incoming Shortwave Radiation,Ambient Air Temperature,Barometric Pressure
2010,3,81,11,216.5,3.18,101.36
2010,3,81,12,273.3,4.083,101.26
2010,3,81,13,449.5,5.612,101.16
2010,3,81,14,0.083,5.486,101.11
2010,3,81,15,65.12,3.26,101.1
2010,3,81,16,38.31,2.588,101.06
2010,3,81,17,75.4,3.213,100.97
2010,3,81,18,12.13,3.289,0.101
2010,3,81,19,0,3.514,101.03
2010,3,81,20,0,2.87,100.97
2010,3,81,21,0,2.396,100.95
2010,3,81,22,0,2.39,100.9
2010,3,81,23,0,2.445,100.82
2010,3,81,24,0,2.45,100.74
2010,3,82,1,0,2.636,100.64
2010,3,82,2,0,2.621,100.59
2010,3,82,3,0,2.587,100.53
2010,3,82,4,0,2.529,100.5
2010,3,82,5,0,2.134,100.5
2010,3,82,6,0,1.962,100.51
2010,3,82,7,10.86,1.907,100.52
2010,3,82,8,40.23,2.173,100.52
2010,3,82,9,54.92,2.508,100.54
2010,3,82,10,90.7,2.498,100.55
2010,3,82,11,87.5,2.611,100.57
2010,3,82,12,216.5,3.319,100.55
2010,3,82,13,114.3,3.736,100.57
2010,3,82,14,169.2,3.981,100.55
2010,3,82,15,173.7,5.478,100.55
2010,3,82,16,176.8,6.331,100.55
2010,3,82,17,79.8,6.308,100.62
2010,3,82,18,40.22,5.394,100.72
2010,3,82,19,6.384,4.116,100.83
2010,3,82,20,1.277,3.46,100.9
2010,3,82,21,0,2.913,100.96
2010,3,82,22,0,1.713,0.101
2010,3,82,23,0,0.835,101.06
2010,3,82,24,0,0.025,101.08
2010,3,83,1,-5.749,-0.607,101.13
2010,3,83,2,-0.639,-1.433,101.14
2010,3,83,3,0,-0.294,101.13
2010,3,83,4,0,0.12,101.17
2010,3,83,5,0,-0.677,101.21
2010,3,83,6,0,-0.891,101.29
2010,3,83,7,68.99,0.045,101.35
2010,3,83,8,262.5,1.69,101.41
2010,3,83,9,456.6,3.487,101.47
2010,3,83,10,624.4,5.913,101.5
2010,3,83,11,0.745,8.16,101.51
2010,3,83,12,0.812,9.97,101.52
2010,3,83,13,0.815,11.54,101.5
2010,3,83,14,0.753,11.91,101.44
2010,3,83,15,642.4,11.89,101.43
2010,3,83,16,0.481,12.39,101.42
2010,3,83,17,291.5,11.87,101.43
2010,3,83,18,69.55,10.89,101.45
2010,3,83,19,6.382,7.46,101.45
2010,3,83,20,6.384,4.285,101.5
2010,3,83,21,0,2.149,101.51
2010,3,83,22,0,1.764,101.47
2010,3,83,23,0,0.656,101.41
2010,3,83,24,0,-0.56,101.38
2010,3,84,1,-1.916,0.058,101.32
2010,3,84,2,0,4.457,101.27
2010,3,84,3,-1.277,4.532,101.22
2010,3,84,4,0,5.42,101.15
2010,3,84,5,1.916,5.579,101.11
2010,3,84,6,1.916,5.094,101.1
2010,3,84,7,21.07,6.404,101.09
2010,3,84,8,104.1,6.869,101.13
2010,3,84,9,203.6,7.95,101.13
2010,3,84,10,0.18,5.612,101.14
2010,3,84,11,294.3,4.448,101.2
2010,3,84,12,361.3,3.973,101.19
2010,3,84,13,242.6,3.195,101.15
2010,3,84,14,276.4,2.946,101.1
2010,3,84,15,220.9,2.246,101.08
2010,3,84,16,139.2,0.577,101.02
2010,3,84,17,0.106,0.368,0.101
2010,3,84,18,34.48,-0.611,101.04
2010,3,84,19,0,-1.256,101.08
2010,3,84,20,0,-1.632,101.15
2010,3,84,21,3.194,-1.921,101.2
2010,3,84,22,0.639,-2.382,101.2
2010,3,84,23,0,-2.832,101.23
2010,3,84,24,0,-3.09,101.22
2010,3,85,1,0,-3.333,101.24
2010,3,85,2,-1.278,-3.996,101.27
2010,3,85,3,0,-4.774,101.33
2010,3,85,4,-3.834,-5.348,101.39
2010,3,85,5,0,-5.975,101.5
2010,3,85,6,0,-6.562,101.62
2010,3,85,7,66.47,-7.08,101.74
2010,3,85,8,279.3,-6.317,101.82
2010,3,85,9,472.8,-5.929,101.88
2010,3,85,10,636.9,-5.116,101.93
2010,3,85,11,0.758,-3.945,101.93
2010,3,85,12,0.82,-2.836,101.9
2010,3,85,13,0.83,-1.763,101.88
2010,3,85,14,0.772,-0.707,101.87
2010,3,85,15,656.5,0.142,101.86
2010,3,85,16,487.2,0.771,101.88
2010,3,85,17,298.8,0.73,101.93
2010,3,85,18,76.6,0.113,101.97
2010,3,85,19,0,-1.348,102.01
2010,3,85,20,-1.278,-2.485,102.06
2010,3,85,21,0,-3.061,102.11
2010,3,85,22,-4.473,-3.276,102.14
2010,3,85,23,0,-4.318,102.16
2010,3,85,24,-5.113,-3.868,102.18
2010,3,86,1,0,-4.152,102.19
2010,3,86,2,-5.752,-4.597,102.24
2010,3,86,3,0,-4.921,102.22
2010,3,86,4,0,-5.417,102.25
2010,3,86,5,0,-5.582,102.3
2010,3,86,6,0,-6.508,102.39
2010,3,86,7,0.101,-5.3,102.43
2010,3,86,8,209.6,-2.746,102.44
2010,3,86,9,417.2,-1.372,102.46
2010,3,86,10,568.5,0.115,102.44
2010,3,86,11,0.74,1.315,102.42
2010,3,86,12,661.5,2.674,102.31
2010,3,86,13,0.769,3.936,102.24
2010,3,86,14,0.725,5.355,102.17
2010,3,86,15,602.5,6.21,102.09
2010,3,86,16,412.3,6.698,101.99
2010,3,86,17,158.9,5.865,101.9
2010,3,86,18,44.05,4.193,101.84
2010,3,86,19,6.385,2.791,101.86
2010,3,86,20,0,0.841,101.85
2010,3,86,21,0,0.167,101.77
2010,3,86,22,0,0.211,101.74
2010,3,86,23,0,0.383,101.67
2010,3,86,24,0,0.488,101.64
2010,3,87,1,0,0.545,101.57
2010,3,87,2,0,0.49,101.5
2010,3,87,3,0,0.539,101.4
2010,3,87,4,0,0.441,101.28
2010,3,87,5,0,0.792,101.18
2010,3,87,6,0,1.24,101.21
2010,3,87,7,16.61,1.739,101.16
2010,3,87,8,77.9,2.42,101.16
2010,3,87,9,172.4,4.737,101.12
2010,3,87,10,243.9,5.869,101.09
2010,3,87,11,138.5,5.302,101.07
2010,3,87,12,65.12,5.806,101.02
2010,3,87,13,97.7,4.967,100.93
2010,3,87,14,123.2,4.724,100.87
2010,3,87,15,0.12,4.983,100.84
2010,3,87,16,77.3,4.728,100.82
2010,3,87,17,29.37,4.685,100.75
2010,3,87,18,16.6,4.164,100.71
2010,3,87,19,5.108,3.825,100.73
2010,3,87,20,1.916,3.565,100.72
2010,3,87,21,0,3.83,100.72
2010,3,87,22,0,4.006,100.71
2010,3,87,23,0,3.945,100.68
2010,3,87,24,0,3.975,100.68
2010,3,88,1,0,3.883,100.66
2010,3,88,2,0,3.581,100.67
2010,3,88,3,0,3.239,100.68
2010,3,88,4,0,3.015,100.71
2010,3,88,5,0,2.725,100.74
2010,3,88,6,0,2.473,100.77
2010,3,88,7,28.74,2.801,100.84
2010,3,88,8,137.3,3.773,100.95
2010,3,88,9,0.099,3.702,101.08
2010,3,88,10,270.1,4.511,101.13
2010,3,88,11,689.5,5.816,101.13
2010,3,88,12,541.3,6.257,101.19
2010,3,88,13,534.9,7.08,101.21
2010,3,88,14,641.4,7.67,101.2
2010,3,88,15,608.8,8.43,101.2
2010,3,88,16,329.9,8.13,101.22
2010,3,88,17,308.2,8.28,101.24
2010,3,88,18,90.6,7.24,101.28
2010,3,88,19,6.383,5.495,101.32
2010,3,88,20,0,3.717,101.37
2010,3,88,21,0,1.985,101.44
2010,3,88,22,0,1.139,101.46
2010,3,88,23,0,-0.603,101.47
2010,3,88,24,-1.278,-0.956,101.45
2010,3,89,1,0,-2.157,101.45
2010,3,89,2,0,-2.323,101.45
2010,3,89,3,0,-2.824,101.45
2010,3,89,4,0,-3.44,101.48
2010,3,89,5,-6.39,-3.541,101.5
2010,3,89,6,0,-3.92,101.52
2010,3,89,7,171.9,-2.802,101.54
2010,3,89,8,398.6,0.938,101.61
2010,3,89,9,471.3,3.962,101.65
2010,3,89,10,642.3,5.71,101.6
2010,3,89,11,0.768,7.43,101.59
2010,3,89,12,0.83,8.5,101.52
2010,3,89,13,0.831,9.88,101.45
2010,3,89,14,0.775,11.24,101.31
2010,3,89,15,656.5,11.94,101.22
2010,3,89,16,493.1,12.29,101.19
2010,3,89,17,313.9,12.54,101.17
2010,3,89,18,93.8,12.01,101.15
2010,3,89,19,6.381,8.79,101.16
2010,3,89,20,6.383,6.415,101.23
2010,3,89,21,0.638,4.763,101.25
2010,3,89,22,0,2.168,101.26
2010,3,89,23,0,0.463,101.25
2010,3,89,24,0,-0.337,101.22
2010,3,90,1,-2.555,-1.374,101.25
2010,3,90,2,0,-2.032,101.28
2010,3,90,3,0,-2.077,101.28
2010,3,90,4,-6.389,-2.57,101.28
2010,3,90,5,0,-2.926,101.32
2010,3,90,6,0,-2.949,101.36
2010,3,90,7,134.8,-1.941,101.43
2010,3,90,8,293.2,3.298,101.45
2010,3,90,9,473.2,9.34,101.48
2010,3,90,10,622.3,11.38,101.45
2010,3,90,11,0.723,13.13,101.45
2010,3,90,12,0.783,14.51,101.4
2010,3,90,13,484.1,15.53,101.42
2010,3,90,14,0.648,16.51,101.31
2010,3,90,15,616.1,17.21,101.35
2010,3,90,16,482.8,16.21,101.31
2010,3,90,17,306.1,16.24,101.25
2010,3,90,18,0.104,14.66,101.27
2010,3,90,19,6.379,12.59,101.32
2010,3,90,20,6.382,9.95,101.37
2010,3,90,21,6.383,8.57,101.35
2010,3,90,22,5.746,5.614,101.34
2010,3,90,23,0,4.656,101.37
2010,3,90,24,0.639,7.55,101.4
2010,3,91,1,0,7.18,101.38
2010,3,91,2,0,7.24,101.33
2010,3,91,3,0,6.929,101.3
2010,3,91,4,0,7.54,101.29
2010,3,91,5,0,6.036,101.32
2010,3,91,6,0,5.21,101.35
2010,3,91,7,97.7,5.534,101.37
2010,3,91,8,280.3,10.49,101.39
2010,3,91,9,461.4,14.38,101.38
2010,3,91,10,631.6,15.85,101.35
2010,3,91,11,0.733,18.29,101.32
2010,3,91,12,0.8,20.09,101.25
2010,3,91,13,0.79,21.81,101.23
2010,3,91,14,0.764,22.52,101.21
2010,3,91,15,600.5,22.45,101.18
2010,3,91,16,410.5,22.25,101.15
2010,3,91,17,290.1,22.27,101.14
2010,3,91,18,67.58,21.18,101.16
2010,3,91,19,12.75,19.46,101.17
2010,3,91,20,6.378,17.78,101.22
2010,3,91,21,6.38,16.7,101.25
2010,3,91,22,6.38,14.69,101.2
2010,3,91,23,7.02,12.56,101.19
2010,3,91,24,6.381,14.11,101.2
2010,4,92,1,6.381,13.16,101.21
2010,4,92,2,6.382,11.43,101.2
2010,4,92,3,6.383,9.23,101.16
2010,4,92,4,6.383,8.11,101.19
2010,4,92,5,6.384,9.04,101.25
2010,4,92,6,6.384,7.59,101.31
2010,4,92,7,109.2,8.12,101.39
2010,4,92,8,234.2,16.21,101.35
2010,4,92,9,436.4,18.88,101.35
2010,4,92,10,657.5,21.49,101.35
2010,4,92,11,0.763,23.28,101.37
2010,4,92,12,0.804,24.92,101.39
2010,4,92,13,462.1,25.11,101.38
2010,4,92,14,544.4,25.39,101.37
2010,4,92,15,339.1,24.85,101.37
2010,4,92,16,260.1,23.27,101.35
2010,4,92,17,0.16,22.08,101.35
2010,4,92,18,65.68,20.92,101.35
2010,4,92,19,10.84,19.21,101.35
2010,4,92,20,8.29,16.31,101.38
2010,4,92,21,12.12,12.58,101.37
2010,4,92,22,12.12,11.82,101.34
2010,4,92,23,8.94,10.64,101.29
2010,4,92,24,6.383,9.98,101.26
2010,4,93,1,6.383,9.58,101.23
2010,4,93,2,6.384,8.97,101.19
2010,4,93,3,6.384,8.72,101.14
2010,4,93,4,6.384,7.73,101.11
2010,4,93,5,6.385,7.3,101.1
2010,4,93,6,6.385,6.753,101.08
2010,4,93,7,83.6,8.68,101.08
2010,4,93,8,169.8,11.51,101.04
2010,4,93,9,303.1,15.62,100.94
2010,4,93,10,456.1,19.13,100.93
2010,4,93,11,0.712,21.86,100.9
2010,4,93,12,0.651,23.84,100.82
2010,4,93,13,587.7,24.78,100.73
2010,4,93,14,601.1,25.15,100.61
2010,4,93,15,400.3,24.96,100.49
2010,4,93,16,100.1,24.58,100.46
2010,4,93,17,92.4,19.88,100.64
2010,4,93,18,19.77,15.37,100.85
2010,4,93,19,14.67,13.82,100.96
2010,4,93,20,12.76,11.14,101.19
2010,4,93,21,12.76,10.89,101.34
2010,4,93,22,5.744,10.19,101.43
2010,4,93,23,6.383,9.78,101.48
2010,4,93,24,6.382,9.56,101.57
2010,4,94,1,6.383,8.98,101.68
2010,4,94,2,5.745,7.94,101.74
2010,4,94,3,5.745,7.45,101.78
2010,4,94,4,6.384,7.63,101.81
2010,4,94,5,6.384,7.26,101.83
2010,4,94,6,6.384,6.765,101.93
2010,4,94,7,118.8,7.43,101.99
2010,4,94,8,311.5,9.7,102.07
2010,4,94,9,500.3,11.91,102.07
2010,4,94,10,664.1,13.99,102.1
2010,4,94,11,0.783,14.73,102.07
2010,4,94,12,0.846,15.75,102.02
2010,4,94,13,0.859,16.53,101.97
2010,4,94,14,0.782,17.02,101.96
2010,4,94,15,544.6,16.69,101.91
2010,4,94,16,417.1,16.61,101.83
2010,4,94,17,263.4,16.18,101.75
2010,4,94,18,83.6,15.49,101.73
2010,4,94,19,12.76,13.96,101.71
2010,4,94,20,12.76,13.59,101.64
2010,4,94,21,11.49,12.77,101.59
2010,4,94,22,12.12,12.03,101.52
2010,4,94,23,12.76,12.06,101.5
2010,4,94,24,10.85,11.74,101.5
2010,4,95,1,8.3,12.32,101.48
2010,4,95,2,7.66,11.99,101.37
2010,4,95,3,8.3,12.35,101.24
2010,4,95,4,6.381,12.15,101.15
2010,4,95,5,8.3,12.6,101.1
2010,4,95,6,6.381,11.54,101.13
2010,4,95,7,12.76,10.91,101.12
2010,4,95,8,92.5,11.53,101.13
2010,4,95,9,493.3,13.9,101.13
2010,4,95,10,662.2,16.47,101.12
2010,4,95,11,0.776,17.71,101.14
2010,4,95,12,0.839,19.16,101.18
2010,4,95,13,0.842,19.44,101.26
2010,4,95,14,0.8,20.04,101.28
2010,4,95,15,653.6,20.48,101.32
2010,4,95,16,490.9,20.43,101.34
2010,4,95,17,317.5,20.06,101.36
2010,4,95,18,94.4,19.15,101.36
2010,4,95,19,11.48,16.91,101.35
2010,4,95,20,8.29,13.19,101.36
2010,4,95,21,6.381,10.83,101.4
2010,4,95,22,6.382,9.21,101.35
2010,4,95,23,6.383,8.38,101.35
2010,4,95,24,6.383,11.06,101.25
2010,4,96,1,6.383,10.55,101.22
2010,4,96,2,7.66,11.14,101.17
2010,4,96,3,6.383,10.02,101.09
2010,4,96,4,6.383,9.91,100.98
2010,4,96,5,6.383,8.61,101.05
2010,4,96,6,6.383,7.88,101.07
2010,4,96,7,26.17,7.78,101.01
2010,4,96,8,0.127,8.09,100.93
2010,4,96,9,142.3,8.48,100.88
2010,4,96,10,152.5,9.4,100.83
2010,4,96,11,78.5,9.91,100.94
2010,4,96,12,106.6,10.15,100.77
2010,4,96,13,55.52,10.53,100.73
2010,4,96,14,0.379,10.56,100.61
2010,4,96,15,85.5,11.8,100.58
2010,4,96,16,112.3,11.51,100.44
2010,4,96,17,38.29,11.44,100.4
2010,4,96,18,21.7,11.13,100.36
2010,4,96,19,10.85,10.68,100.33
2010,4,96,20,6.381,10.24,100.33
2010,4,96,21,6.382,9.55,100.33
2010,4,96,22,6.382,9.48,100.29
2010,4,96,23,6.383,9.25,100.2
2010,4,96,24,6.383,8.86,100.14
2010,4,97,1,6.383,10.61,100.07
2010,4,97,2,6.383,12.5,100.04
2010,4,97,3,6.381,13.4,100.02
2010,4,97,4,6.381,14.01,100.02
2010,4,97,5,6.381,14.6,100.07
2010,4,97,6,12.12,15.05,100.14
2010,4,97,7,44.66,15.31,100.18
2010,4,97,8,0.09,14.71,100.23
2010,4,97,9,144.2,15.24,100.25
2010,4,97,10,151.8,13.34,100.31
2010,4,97,11,160.8,14.43,100.39
2010,4,97,12,131.4,15.08,100.51
2010,4,97,13,121.8,15.25,100.53
2010,4,97,14,195.8,14.49,100.45
2010,4,97,15,204.1,14.38,100.42
2010,4,97,16,69.54,14.16,100.59
2010,4,97,17,58.06,13.96,100.57
2010,4,97,18,26.8,13.68,100.55
2010,4,97,19,6.381,13.17,100.47
2010,4,97,20,6.381,12.94,100.61
2010,4,97,21,6.381,12.51,100.62
2010,4,97,22,6.381,12.47,100.56
2010,4,97,23,6.381,12.42,100.45
2010,4,97,24,6.382,12.34,100.47
2010,4,98,1,6.381,12.41,100.4
2010,4,98,2,6.381,12.53,100.27
2010,4,98,3,6.381,12.3,100.29
2010,4,98,4,6.381,12.26,100.25
2010,4,98,5,6.382,12.23,100.15
2010,4,98,6,6.382,12.09,100.1
2010,4,98,7,19.15,11.87,100.04
2010,4,98,8,23.61,11.11,99.983
2010,4,98,9,58.71,10.41,99.855
2010,4,98,10,63.82,10.21,99.842
2010,4,98,11,162.7,11.34,99.869
2010,4,98,12,103.4,12.3,99.862
2010,4,98,13,0.127,12.3,99.845
2010,4,98,14,118.7,11.78,99.83
2010,4,98,15,116.8,11.4,99.819
2010,4,98,16,257.2,10.9,99.861
2010,4,98,17,147.4,8.89,99.977
2010,4,98,18,23.61,7.51,100.07
2010,4,98,19,6.383,6.74,100.14
2010,4,98,20,0,5.972,100.22
2010,4,98,21,0,3.863,100.32
2010,4,98,22,0,2.657,100.38
2010,4,98,23,0,2.075,100.37
2010,4,98,24,5.109,1.898,100.45
2010,4,99,1,6.386,1.488,100.53
2010,4,99,2,5.109,0.808,100.56
2010,4,99,3,3.193,0.297,100.58
2010,4,99,4,0,-0.027,100.59
2010,4,99,5,0,-0.259,100.65
2010,4,99,6,0.639,-0.387,100.71
2010,4,99,7,13.41,-0.553,100.77
2010,4,99,8,38.96,-0.594,100.82
2010,4,99,9,83.7,-0.018,100.86
2010,4,99,10,141.2,0.013,100.89
2010,4,99,11,316.8,0.184,100.91
2010,4,99,12,328.2,1.423,100.92
2010,4,99,13,284.2,0.844,100.98
2010,4,99,14,251.6,0.9,101.02
2010,4,99,15,0.205,1.217,101.06
2010,4,99,16,183.3,1.697,101.13
2010,4,99,17,0.122,2.072,101.21
2010,4,99,18,30.01,1.192,101.32
2010,4,99,19,6.386,0.735,101.39
2010,4,99,20,6.386,0.568,101.5
2010,4,99,21,2.555,0.523,101.56
2010,4,99,22,0,0.397,101.6
2010,4,99,23,0,0.629,101.64
2010,4,99,24,0,0.667,101.72
2010,4,100,1,0,0.254,101.8
2010,4,100,2,0,-0.248,101.83
2010,4,100,3,0.639,-0.118,101.92
2010,4,100,4,-5.749,-0.33,101.99
2010,4,100,5,-5.111,-1.083,102.08
2010,4,100,6,7.67,-1.178,102.17
2010,4,100,7,208.9,0.205,102.27
2010,4,100,8,364.7,2.096,102.33
2010,4,100,9,0.553,3.329,102.37
2010,4,100,10,0.716,4.467,102.37
2010,4,100,11,0.832,5.936,102.33
2010,4,100,12,503.5,7.49,102.25
2010,4,100,13,669.4,9.18,102.17
2010,4,100,14,580.7,10.57,102.06
2010,4,100,15,652.7,10.31,101.97
2010,4,100,16,492.6,10.91,101.83
2010,4,100,17,224.6,10.72,101.77
2010,4,100,18,43.39,11.23,101.84
2010,4,100,19,19.14,11.11,101.77
2010,4,100,20,6.381,11.14,101.85
2010,4,100,21,6.381,10.63,101.85
2010,4,100,22,6.382,10.7,101.88
2010,4,100,23,6.382,10.54,101.89
2010,4,100,24,6.382,9.03,101.96
2010,4,101,1,6.382,7.86,102.01
2010,4,101,2,2.553,6.847,102.06
2010,4,101,3,0,5.288,102.14
2010,4,101,4,0,4.217,102.2
2010,4,101,5,0,3.297,102.28
2010,#REF!,101,6,7.66,2.585,102.37
2010,#REF!,101,7,155.2,3.284,102.43
2010,#REF!,101,8,256.7,4.328,102.5
2010,4,101,9,391.4,6.645,102.49
2010,4,101,10,0.71,0.01,102.49
2010,4,101,11,0.831,12.02,102.51
2010,4,101,12,0.884,13.24,102.47
2010,4,101,13,0.875,14.46,102.44
2010,4,101,14,0.794,15.19,102.39
2010,4,101,15,694.6,15.34,102.37
2010,4,101,16,546.6,15.53,102.35
2010,4,101,17,347.6,14.8,102.37
2010,4,101,18,119.9,13.8,102.38
2010,4,101,19,14.04,10.09,102.48
2010,4,101,20,6.382,8.51,102.55
2010,4,101,21,5.107,6.273,102.61
2010,4,101,22,0,4.802,102.63
2010,4,101,23,0,3.024,102.65
2010,4,101,24,0,2.134,102.68
2010,4,102,1,-1.916,1.555,102.68
2010,4,102,2,0,0.452,102.66
2010,4,102,3,0,0.292,102.69
2010,4,102,4,0,0.504,102.76
2010,4,102,5,0,0.36,102.8
2010,4,102,6,7.67,-0.108,102.89
2010,4,102,7,169.9,2.796,102.97
2010,4,102,8,0.311,6.13,102.99
2010,4,102,9,434.7,8.82,103.05
2010,4,102,10,624.1,10.05,103.05
2010,4,102,11,0.76,10.72,103.06
2010,4,102,12,0.889,11.17,103.02
2010,4,102,13,0.879,11.85,102.97
2010,4,102,14,0.795,12.68,102.93
2010,4,102,15,645.6,12.93,102.88
2010,4,102,16,514.1,13.07,102.87
2010,4,102,17,324.1,12.99,102.83
2010,4,102,18,78.5,11.86,102.83
2010,4,102,19,11.49,10.98,102.85
2010,4,102,20,6.381,10.28,102.88
2010,4,102,21,6.382,9.47,102.94
2010,4,102,22,6.382,8.92,102.96
2010,4,102,23,6.383,8.32,102.95
2010,4,102,24,6.383,7.9,102.98
2010,4,103,1,6.384,7.61,0.103
2010,4,103,2,6.384,7.1,102.98
2010,4,103,3,6.384,6.946,102.97
2010,4,103,4,3.83,6.465,102.98
2010,4,103,5,1.915,5.568,102.96
2010,4,103,6,8.3,5.295,102.98
2010,4,103,7,79.8,6.212,103.03
2010,4,103,8,330.7,8.46,103.1
2010,4,103,9,542.5,10.15,103.11
2010,4,103,10,0.714,10.91,103.15
2010,4,103,11,0.835,11.69,103.13
2010,4,103,12,0.893,12.75,103.11
2010,4,103,13,0.903,13.23,103.06
2010,4,103,14,0.827,13.78,103.05
2010,4,103,15,0.706,14.33,103.03
2010,4,103,16,598.9,14.43,103.04
2010,4,103,17,218.1,13.47,103.05
2010,4,103,18,111.6,12.74,103.07
2010,4,103,19,12.12,11.48,103.12
2010,4,103,20,6.382,10.02,103.16
2010,4,103,21,3.192,7.19,103.2
2010,4,103,22,0,4.319,103.21
2010,4,103,23,0,3.78,103.19
2010,4,103,24,0,2.967,103.22
2010,4,104,1,-0.639,1.189,103.24
2010,4,104,2,-0.639,0.466,103.25
2010,4,104,3,0,-0.338,103.27
2010,4,104,4,-4.472,-0.628,103.27
2010,4,104,5,0,-1.107,103.32
2010,4,104,6,17.89,-1.441,103.37
2010,4,104,7,165.5,2.291,103.39
2010,4,104,8,364.7,8.33,103.41
2010,4,104,9,564.3,11.17,103.41
2010,4,104,10,666.2,12.14,103.39
2010,4,104,11,0.835,13.19,103.34
2010,4,104,12,0.885,14.07,103.25
2010,4,104,13,0.846,15.1,103.17
2010,4,104,14,0.791,15.88,103.11
2010,4,104,15,633.3,16.11,103.02
2010,4,104,16,517.2,16.47,102.95
2010,4,104,17,330.4,16.44,102.89
2010,4,104,18,0.146,15.35,102.87
2010,4,104,19,17.22,13.81,102.8
2010,4,104,20,6.38,11.55,102.76
2010,4,104,21,6.382,9.22,102.73
2010,4,104,22,6.383,0.008,102.69
2010,4,104,23,1.277,6.791,102.63
2010,4,104,24,0,6.346,102.66
2010,4,105,1,0,5.174,102.63
2010,4,105,2,0,5.18,102.58
2010,4,105,3,0,4.111,102.56
2010,4,105,4,0,4.16,102.55
2010,4,105,5,0,3.551,102.55
2010,4,105,6,14.05,3.309,102.53
2010,4,105,7,152.6,7.56,102.51
2010,4,105,8,162.8,12.38,102.47
2010,4,105,9,468.4,14.76,102.38
2010,4,105,10,613.7,0.017,102.33
2010,4,105,11,0.772,18.18,102.27
2010,4,105,12,0.83,20.35,102.18
2010,4,105,13,0.828,22.48,102.08
2010,4,105,14,0.715,24.16,101.98
2010,4,105,15,606.2,26.25,101.85
2010,4,105,16,258.1,25.24,101.79
2010,4,105,17,314.9,25.7,101.73
2010,4,105,18,0.116,24.7,101.67
2010,4,105,19,23.59,22.43,101.64
2010,4,105,20,8.29,19.04,101.63
2010,4,105,21,7.65,16.36,101.61
2010,4,105,22,10.21,16.53,101.56
2010,4,105,23,12.76,16.9,101.47
2010,4,105,24,8.29,17.95,101.42
2010,4,106,1,7.66,16.45,101.33
2010,4,106,2,7.02,16.62,101.22
2010,4,106,3,6.38,17.7,101.14
2010,4,106,4,7.02,17.54,101.08
2010,4,106,5,6.379,17.14,101.03
2010,4,106,6,21.69,17.3,100.99
2010,4,106,7,153.7,17.31,100.95
2010,4,106,8,42.1,16.13,100.92
2010,4,106,9,384.7,16.78,100.85
2010,4,106,10,0.516,17.89,100.79
2010,4,106,11,267.9,17.69,100.77
2010,4,106,12,290.8,15.53,100.77
2010,4,106,13,345.7,15.16,100.73
2010,4,106,14,248.8,14.67,100.71
2010,4,106,15,0.718,16.46,100.59
2010,4,106,16,215.6,15.11,100.57
2010,4,106,17,173.5,14.44,100.57
2010,4,106,18,33.17,11.89,100.67
2010,4,106,19,16.59,7.04,100.82
2010,4,106,20,6.383,5.679,100.89
2010,4,106,21,5.107,5.567,100.89
2010,4,106,22,1.915,5.287,100.86
2010,4,106,23,0,4.633,100.82
2010,4,106,24,0,3.742,100.82
2010,4,107,1,0,2.381,100.8
2010,4,107,2,0,1.605,100.76
2010,4,107,3,0,1.221,100.74
2010,4,107,4,2.554,1.55,100.72
2010,4,107,5,6.386,1.525,100.71
2010,4,107,6,7.03,1.275,100.76
2010,4,107,7,161.6,1.895,100.81
2010,4,107,8,185.8,2.334,100.84
2010,4,107,9,152.6,1.93,100.9
2010,4,107,10,259.9,3.268,100.95
2010,4,107,11,0.318,3.863,100.97
2010,4,107,12,377.3,3.691,101.01
2010,4,107,13,322.4,3.872,101.05
2010,4,107,14,82.4,3.304,101.1
2010,4,107,15,390.8,4.165,101.12
2010,4,107,16,266.2,3.201,101.16
2010,4,107,17,157.1,2.097,101.26
2010,4,107,18,93.9,1.626,101.3
2010,4,107,19,10.22,1.521,101.32
2010,4,107,20,0,1.165,101.37
2010,4,107,21,1.277,1.44,101.38
2010,4,107,22,3.832,1.859,101.38
2010,4,107,23,0,2.124,101.35
2010,4,107,24,0,2.255,101.34
2010,4,108,1,0,2.525,101.33
2010,4,108,2,0,2.599,101.31
2010,4,108,3,0,2.553,101.33
2010,4,108,4,0,2.654,101.38
2010,4,108,5,0,2.771,101.39
2010,4,108,6,12.13,0.003,101.46
2010,4,108,7,44.7,3.294,101.57
2010,4,108,8,58.11,3.681,101.66
2010,4,108,9,157.7,4.599,101.71
2010,4,108,10,240.7,5.288,101.75
2010,4,108,11,0.316,7.49,101.74
2010,4,108,12,614.6,9.47,101.71
2010,4,108,13,418.6,9.92,101.7
2010,4,108,14,1.041,11.74,101.68
2010,4,108,15,471.5,11.17,101.68
2010,4,108,16,469.5,11.74,101.65
2010,4,108,17,0.229,11.11,101.67
2010,4,108,18,169.1,0.01,101.7
2010,4,108,19,22.33,8.46,101.74
2010,4,108,20,3.191,6.678,101.8
2010,4,108,21,0,5.514,101.84
2010,4,108,22,0,4.473,101.86
2010,4,108,23,0,3.929,101.87
2010,4,108,24,0,3.718,101.87
2010,4,109,1,0,3.227,101.86
2010,4,109,2,0,2.448,101.85
2010,4,109,3,-0.639,1.919,101.87
2010,4,109,4,0,1.309,101.88
2010,4,109,5,0,0.358,101.91
2010,4,109,6,24.91,-0.022,101.94
2010,4,109,7,200.6,3.236,101.99
2010,4,109,8,392.1,6.719,0.102
2010,4,109,9,589.1,9.18,102.01
2010,4,109,10,0.751,9.93,102.03
